HEnce,hence,c,ReasonForward,0
",",",",n,,0
When,when,s,,0
thou,thou,s,DirectAddress,0
did,did,s,ReportingEvents,0
hate,hate,s,Negativity,0
him,him,s,PersonPronoun,0
worst,worst,c,Negativity,0
",",",",s,,0
you,you,s,DirectAddress,0
loued'st,loued'st,s,UNRECOGNIZED,0
him,him,s,PersonPronoun,0
better,better,n,Comparison,0
Then,then,s,,0
ever,ever,s,Biographical_Time,0
thou,thou,s,DirectAddress,0
loued'st,loued'st,s,UNRECOGNIZED,0
Cassius,cassius,c,,0
.,.,nn,Imperative,0
Sheath,sheath,s,Imperative,1
your,your,s,DirectAddress,0
Dagger,dagger,c,SenseObject,0
:,:,n,,0
Be,be,s,ReportingStates,0
angry,angry,s,Anger,0
when,when,s,DirectAddress,0
you,you,s,DirectAddress,1
will,will,c,DirectAddress,2
",",",",s,,0
it,it,s,ProjectAhead,0
shall,shall,s,ProjectAhead,1
have,have,s,,0
scope,scope,c,AbstractConcepts,0
:,:,n,,0
Do,do,s,DirectAddress,0
what,what,s,DirectAddress,1
you,you,s,DirectAddress,2
will,will,c,PredictedFuture,0
",",",",s,,0
Dishonor,dishonor,c,StandardsNeg,0
",",",",s,,0
shall,shall,s,ProjectAhead,0
be,be,s,ProjectAhead,1
Humor,humor,c,Positivity,0
.,.,n,,0
O,o,s,LangRef,0
Cassius,cassius,c,,0
",",",",s,,0
you,you,s,DirectAddress,0
are,are,s,DirectAddress,1
yoaked,yoaked,s,UNRECOGNIZED,0
with,with,s,Specifiers,0
a,a,s,Specifiers,1
Lamb,lamb,n,SenseObject,0
That,that,s,,0
carries,carries,s,Motions,0
Anger,anger,c,Anger,0
",",",",s,,0
as,as,s,,0
the,the,s,,0
Flint,flint,s,SenseObject,0
bears,bears,s,SenseObject,0
fire,fire,c,SenseObject,0
",",",",n,,0
Who,who,s,OpenQuery,0
much,much,s,OpenQuery,1
enforced,enforced,c,ReportingStates,0
",",",",s,ReportingStates,1
shows,shows,s,ReportingEvents,0
a,a,s,,0
hasty,hasty,s,SubjectiveTime,0
Spark,spark,c,SenseObject,0
",",",",n,,0
And,and,s,,0
strait,strait,s,AbstractConcepts,0
is,is,s,ReportingStates,0
cold,cold,s,SenseProperty,0
again,again,c,RecurringEvents,0
.,.,nn,Question,0
Has,has,s,Question,1
Cassius,cassius,s,,0
lived,lived,n,ReportingEvents,0
To,to,s,GenericEvents,0
be,be,s,GenericEvents,1
but,but,s,Resistance,0
Mirth,mirth,s,Positivity,0
and,and,s,,0
Laughter,laughter,s,Positivity,0
to,to,s,,0
his,his,s,PersonPronoun,0
Brutus,brutus,c,UNRECOGNIZED,0
.,.,n,Question,0
When,when,s,Question,1
grief,grief,s,Sad,0
and,and,s,,0
blood,blood,s,SenseObject,0
ill,ill,s,StandardsNeg,0
tempered,tempered,c,StandardsNeg,1
",",",",s,,0
vexes,vexes,s,Negativity,0
him,him,c,PersonPronoun,0
?,?,nn,Question,0
When,when,s,Autobio,0
I,i,s,Autobio,1
spoke,spoke,s,Citations,0
that,that,c,Citations,1
",",",",s,,0
I,i,s,Autobio,0
was,was,s,Autobio,1
ill,ill,s,StandardsNeg,0
tempered,tempered,s,StandardsNeg,1
too,too,c,Metadiscourse,0
.,.,nnn,Metadiscourse,1
Do,do,s,DirectAddress,0
you,you,s,DirectAddress,1
confess,confess,s,Disclosure,0
so,so,s,Intensity,0
much,much,c,Intensity,1
?,?,s,Question,0
Give,give,s,DirectAddress,0
me,me,s,DirectAddress,1
your,your,s,DirectAddress,2
hand,hand,c,SenseObject,0
.,.,nnn,DirectAddress,0
And,and,s,DirectAddress,1
my,my,s,SelfDisclosure,0
heart,heart,s,SelfDisclosure,1
too,too,c,Metadiscourse,0
.,.,nnn,Metadiscourse,1
O,o,s,LangRef,0
Brutus,brutus,c,UNRECOGNIZED,0
!,!,nnn,,0
What,what,s,Question,0
Is,is,s,Question,1
the,the,s,Question,2
matter,matter,c,AbstractConcepts,0
?,?,nnn,Question,0
Have,have,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
you,you,s,DirectAddress,0
love,love,s,Positivity,0
enough,enough,s,SubjectivePercept,0
to,to,s,SubjectivePercept,1
bear,bear,s,Negativity,0
with,with,s,Negativity,1
me,me,c,FirstPer,0
",",",",n,,0
When,when,s,Curiosity,0
that,that,s,Curiosity,1
rash,rash,s,Negativity,0
humor,humor,s,Positivity,0
which,which,s,,0
my,my,s,Autobio,0
Mother,mother,s,Autobio,1
gave,gave,s,ReportingEvents,0
me,me,n,ReportingEvents,1
Makes,makes,s,SelfDisclosure,0
me,me,s,SelfDisclosure,1
forgetful,forgetful,c,Negativity,0
.,.,nn,,0
Yes,yes,s,DirectAddress,0
Cassius,cassius,c,,0
",",",",s,,0
and,and,s,,0
from,from,s,,0
henceforth,henceforth,n,ProjectAhead,0
When,when,s,DirectAddress,0
you,you,s,DirectAddress,1
are,are,s,ReportingStates,0
ouer-earnest,ouer-earnest,s,UNRECOGNIZED,0
with,with,s,DirectAddress,0
your,your,s,DirectAddress,1
Brutus,brutus,c,UNRECOGNIZED,0
",",",",n,,0
He,he,s,PersonPronoun,0
Will,will,s,PredictedFuture,0
think,think,s,PrivateThinking,0
your,your,s,DirectAddress,0
Mother,mother,s,PersonProperty,0
chides,chides,c,Negative_Relation,0
",",",",s,,0
and,and,s,,0
leave,leave,s,,0
you,you,s,DirectAddress,0
so,so,c,DirectAddress,1
.,.,nn,DirectAddress,0
Let,let,s,DirectAddress,1
me,me,s,DirectAddress,2
go,go,s,SceneShift,0
in,in,s,SceneShift,1
to,to,s,ProjectAhead,0
see,see,s,ProjectAhead,1
the,the,s,,0
Generals,generals,c,PersonProperty,0
",",",",n,,0
There,there,s,ReportingStates,0
is,is,s,ReportingStates,1
some,some,s,Uncertainty,0
grudge,grudge,s,Negative_Relation,0
between,between,s,,0
',',c,,0
em,em,c,SpaceRelation,0
",",",",s,,0
it,it,s,DenyDisclaim,0
is,is,s,DenyDisclaim,1
not,not,s,DenyDisclaim,2
meet,meet,n,ReportingEvents,0
They,they,s,,0
be,be,s,ReportingStates,0
alone,alone,c,SpaceRelation,0
.,.,nn,,0
You,you,s,Insist,0
shall,shall,s,Insist,1
not,not,s,DenyDisclaim,0
come,come,s,DenyDisclaim,1
to,to,s,,0
them,them,c,,0
.,.,nnn,,0
Nothing,nothing,s,Intensity,0
but,but,s,Intensity,1
death,death,s,Negativity,0
shall,shall,s,ProjectAhead,0
stay,stay,s,TimeDuration,0
me,me,c,FirstPer,0
.,.,nnn,Question,0
How,how,s,Question,1
now,now,c,Immediacy,0
?,?,s,Question,0
What,what,s,Question,0
Is,is,s,Question,1
the,the,s,Question,2
matter,matter,c,AbstractConcepts,0
?,?,nnn,Question,0
For,for,s,,0
shame,shame,s,StandardsNeg,0
you,you,s,DirectAddress,0
Generals,generals,c,PersonProperty,0
;,;,s,,0
what,what,s,DirectAddress,0
do,do,s,DirectAddress,1
you,you,s,DirectAddress,2
mean,mean,c,,0
?,?,n,Question,0
Love,love,c,Positivity,0
",",",",s,,0
and,and,s,,0
be,be,s,ReportingStates,0
Friends,friends,c,StandardsPos,0
",",",",s,,0
as,as,s,,0
two,two,s,Numbers,0
such,such,s,Intensity,0
men,men,s,PersonProperty,0
should,should,s,Insist,0
be,be,c,ReportingStates,0
",",",",n,ReasonForward,0
For,for,s,ReasonForward,1
I,i,s,ReasonForward,2
have,have,s,ProjectBack,0
seen,seen,s,ProjectBack,1
more,more,s,Comparison,0
years,years,s,TimeDuration,0
I,i,s,SelfDisclosure,0
Am,am,s,SelfDisclosure,1
sure,sure,s,Confidence,0
then,then,s,,0
ye,ye,c,OralCues,0
.,.,nn,,0
Ha,ha,c,OralCues,0
",",",",s,,0
ha,ha,c,OralCues,0
",",",",s,,0
how,how,s,,0
vildely,vildely,s,UNRECOGNIZED,0
does,does,s,ReportingEvents,0
this,this,s,,0
Cynicke,cynicke,s,UNRECOGNIZED,0
rhyme,rhyme,c,LangRef,0
?,?,nnn,Question,0
Get,get,s,DirectAddress,0
you,you,s,DirectAddress,1
hence,hence,s,ReasonForward,0
sir,sir,c,PersonProperty,0
:,:,s,,0
Saucy,saucy,s,SenseProperty,0
Fellow,fellow,c,PersonProperty,0
",",",",s,,0
hence,hence,c,ReasonForward,0
.,.,nnn,Imperative,0
Bear,bear,s,Imperative,1
with,with,s,,0
him,him,s,PersonPronoun,0
Brutus,brutus,c,UNRECOGNIZED,0
",",",",s,,0
it,it,s,,0
is,is,s,ReportingStates,0
his,his,s,ReportingStates,1
fashion,fashion,c,SenseObject,0
.,.,nnn,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
know,know,s,Confidence,0
his,his,s,PersonPronoun,0
humor,humor,c,Positivity,0
",",",",s,,0
when,when,s,TimeShift,0
he,he,s,TimeShift,1
knows,knows,s,Confidence,0
his,his,s,SubjectiveTime,0
time,time,c,SubjectiveTime,1
:,:,n,Question,0
What,what,s,Question,1
should,should,s,Insist,0
the,the,s,,0
Wars,wars,s,GenericEvents,0
do,do,s,ReportingEvents,0
with,with,s,ReportingEvents,1
these,these,s,Immediacy,0
ligging,ligging,s,UNRECOGNIZED,0
Fools,fools,c,Negativity,0
?,?,n,Question,0
Companion,companion,c,Positivity,0
",",",",s,,0
hence,hence,c,ReasonForward,0
.,.,nn,,0
Away,away,c,,0
",",",",s,,0
away,away,s,,0
be,be,s,ReportingStates,0
gone,gone,c,ReportingStates,0
.,.,nn,ReportingStates,1
Lucillius,lucillius,s,UNRECOGNIZED,0
and,and,s,,0
Titinius,titinius,s,UNRECOGNIZED,0
bid,bid,s,ReportingEvents,0
the,the,s,ReportingEvents,1
Commanders,commanders,n,PersonProperty,0
Prepare,prepare,s,ProjectAhead,0
to,to,s,,0
lodge,lodge,s,Motions,0
their,their,s,PersonPronoun,0
Companies,companies,s,AbstractConcepts,0
to,to,s,,0
night,night,c,,0
.,.,nn,DirectAddress,0
And,and,s,DirectAddress,1
come,come,s,ReportingEvents,0
your,your,s,DirectAddress,0
selves,selves,c,SubjectivePercept,0
",",",",s,,0
and,and,s,,0
bring,bring,s,,0
Messala,messala,s,UNRECOGNIZED,0
with,with,s,DirectAddress,0
you,you,s,DirectAddress,1
Immediately,immediately,s,Immediacy,0
to,to,s,Inclusive,0
us,us,c,Inclusive,1
.,.,nnn,,0
Lucius,lucius,c,UNRECOGNIZED,0
",",",",s,,0
a,a,s,,0
bowl,bowl,s,SenseObject,0
of,of,s,SenseObject,1
Wine,wine,c,SenseObject,0
.,.,nnn,,0
I,i,s,FirstPer,0
did,did,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
think,think,s,PrivateThinking,0
you,you,s,Contingency,0
could,could,s,Contingency,1
have,have,s,Contingency,2
bin,bin,s,SenseObject,0
so,so,s,Anger,0
angry,angry,c,Anger,1
.,.,nnn,,0
O,o,s,LangRef,0
Cassius,cassius,c,,0
",",",",s,,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
sick,sick,s,Negativity,0
of,of,s,Negativity,1
many,many,s,,0
greefes,greefes,c,UNRECOGNIZED,0
.,.,nnn,,0
Of,of,s,DirectAddress,0
your,your,s,DirectAddress,1
Philosophy,philosophy,s,AbstractConcepts,0
you,you,s,DirectAddress,0
make,make,s,ReportingEvents,0
no,no,s,Negativity,0
use,use,c,Negativity,1
",",",",n,,0
If,if,s,Contingency,0
you,you,s,DirectAddress,0
give,give,s,SubjectivePercept,0
place,place,s,SubjectivePercept,1
to,to,s,SubjectivePercept,2
accidental,accidental,s,Contingency,0
evils,evils,c,StandardsNeg,0
.,.,nn,,0
No,no,s,DenyDisclaim,0
man,man,s,DenyDisclaim,1
bears,bears,s,SenseObject,0
sorrow,sorrow,s,Sad,0
better,better,c,Comparison,0
.,.,s,,0
Portia,portia,s,AbstractConcepts,0
is,is,s,ReportingStates,0
dead,dead,c,Negativity,0
.,.,nnn,,0
Ha,ha,c,OralCues,0
?,?,s,Question,0
Portia,portia,c,AbstractConcepts,0
?,?,nnn,Question,0
She,she,s,Updates,0
is,is,s,Updates,1
dead,dead,c,Negativity,0
.,.,nnn,Question,0
How,how,s,Question,1
escaped,escaped,s,ReportingEvents,0
I,i,s,FirstPer,0
killing,killing,c,Negativity,0
",",",",s,Autobio,0
when,when,s,Autobio,1
I,i,s,Autobio,2
croft,croft,s,SpaceRelation,0
you,you,s,DirectAddress,0
so,so,c,DirectAddress,1
?,?,n,Question,0
O,o,s,LangRef,0
insupportable,insupportable,c,StandardsNeg,0
",",",",s,,0
and,and,s,,0
touching,touching,s,Motions,0
loss,loss,c,Negativity,0
!,!,n,,0
Upon,upon,s,,0
what,what,s,,0
sickness,sickness,c,Negativity,0
?,?,nn,Question,0
Impatient,impatient,s,Negativity,0
of,of,s,Negativity,1
my,my,s,FirstPer,0
absence,absence,c,Negativity,0
*,*,n,,0
And,and,s,,0
grief,grief,c,Sad,0
",",",",s,,0
that,that,s,,0
young,young,s,SenseProperty,0
Octauius,octauius,s,UNRECOGNIZED,0
with,with,s,,0
Mark,mark,s,AbstractConcepts,0
Antony,antony,n,UNRECOGNIZED,0
Have,have,s,,0
made,made,s,SubjectivePercept,0
themselves,themselves,s,SubjectivePercept,1
so,so,s,,0
strong,strong,c,Intensity,0
:,:,s,,0
For,for,s,ReasonBackward,0
with,with,s,ReasonBackward,1
her,her,s,Biographical_Time,0
death,death,n,Biographical_Time,1
That,that,s,,0
tidings,tidings,s,AbstractConcepts,0
came,came,c,ReportingStates,0
.,.,s,ReportingStates,1
With,with,s,Specifiers,0
this,this,s,Specifiers,1
she,she,s,PersonPronoun,0
fell,fell,s,ReportingEvents,0
distract,distract,c,Negativity,0
",",",",n,,0
And,and,s,,0
(,(,c,,0
her,her,s,PersonPronoun,0
Attendants,attendants,s,PersonProperty,0
absent,absent,c,Negativity,0
),),s,,0
swallowed,swallowed,s,ReportingEvents,0
fire,fire,c,SenseObject,0
.,.,nn,DirectAddress,0
And,and,s,DirectAddress,1
died,died,s,Biographical_Time,0
so,so,c,,0
?,?,nnn,Question,0
Even,even,s,Resistance,0
so,so,c,Resistance,1
.,.,nnn,,0
O,o,s,LangRef,0
ye,ye,s,OralCues,0
immortal,immortal,s,StandardsPos,0
Gods,gods,c,CommonAuthorities,0
!,!,nnn,,0
Speak,speak,s,CommonAuthorities,0
no,no,s,CommonAuthorities,1
more,more,s,Comparison,0
of,of,s,,0
her,her,c,PersonPronoun,0
:,:,s,,0
Give,give,s,ReportingEvents,0
me,me,s,ReportingEvents,1
a,a,s,ReportingEvents,2
bowl,bowl,s,SenseObject,0
of,of,s,SenseObject,1
wine,wine,c,SenseObject,0
",",",",n,,0
In,in,s,,0
this,this,s,,0
I,i,s,FirstPer,0
bury,bury,s,Motions,0
all,all,s,,0
unkindness,unkindness,s,StandardsNeg,0
Cassius,cassius,c,,0
.,.,nn,,0
My,my,s,SelfDisclosure,0
heart,heart,s,SelfDisclosure,1
is,is,s,ReportingStates,0
thirsty,thirsty,s,SenseProperty,0
for,for,s,SenseProperty,1
that,that,s,,0
Noble,noble,s,StandardsPos,0
pledge,pledge,c,Promise,0
.,.,n,,0
Fill,fill,s,,0
Lucius,lucius,c,UNRECOGNIZED,0
",",",",s,,0
till,till,s,Motions,0
the,the,s,Motions,1
Wine,wine,s,SenseObject,0
ore-swell,ore-swell,s,UNRECOGNIZED,0
the,the,s,SenseObject,0
Cup,cup,c,SenseObject,1
:,:,n,,0
I,i,s,Insist,0
cannot,cannot,s,Insist,1
drink,drink,s,Motions,0
too,too,s,Negativity,0
much,much,s,Negativity,1
of,of,s,,0
Brutus,brutus,s,UNRECOGNIZED,0
love,love,c,Positivity,0
.,.,nn,Imperative,0
Come,come,s,Imperative,1
in,in,s,,0
Titinius,titinius,c,UNRECOGNIZED,0
:,:,n,,0
Welcome,welcome,s,Positivity,0
good,good,s,,0
Messala,messala,c,UNRECOGNIZED,0
:,:,n,,0
Now,now,s,Immediacy,0
sit,sit,s,SenseProperty,0
we,we,s,,0
close,close,s,ReportingEvents,0
about,about,s,ReportingEvents,1
this,this,s,,0
Taper,taper,s,SpaceRelation,0
here,here,c,SpaceRelation,0
",",",",n,SpaceRelation,1
And,and,s,,0
call,call,s,Curiosity,0
in,in,s,Curiosity,1
question,question,s,Curiosity,2
our,our,s,Inclusive,0
necessities,necessities,c,Insist,0
.,.,nn,,0
Portia,portia,c,AbstractConcepts,0
",",",",s,,0
art,art,s,AbstractConcepts,0
thou,thou,s,DirectAddress,0
gone,gone,c,ReportingEvents,0
?,?,nnn,Question,0
No,no,s,DenyDisclaim,0
more,more,s,DenyDisclaim,1
I,i,s,FirstPer,0
pray,pray,s,Intensity,0
you,you,n,DirectAddress,0
Messala,messala,c,UNRECOGNIZED,0
",",",",s,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
here,here,s,SpaceRelation,0
received,received,s,ReportingEvents,0
Letters,letters,c,SenseObject,0
",",",",n,,0
That,that,s,,0
young,young,s,SenseProperty,0
Octauius,octauius,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
Mark,mark,s,AbstractConcepts,0
Antony,antony,n,UNRECOGNIZED,0
Come,come,s,ReportingEvents,0
down,down,s,ReportingEvents,1
upon,upon,s,ReportingEvents,2
us,us,s,Inclusive,0
with,with,s,Specifiers,0
a,a,s,Specifiers,1
mighty,mighty,s,Intensity,0
power,power,c,AbstractConcepts,0
",",",",n,,0
Bending,bending,s,SpaceRelation,0
their,their,s,PersonPronoun,0
Expedition,expedition,s,SceneShift,0
toward,toward,s,,0
Philippi,philippi,c,UNRECOGNIZED,0
.,.,nn,,0
My,my,s,FirstPer,0
self,self,s,SubjectivePercept,0
have,have,s,,0
Letters,letters,s,SenseObject,0
of,of,s,,0
the,the,s,Comparison,0
selfsame,selfsame,s,Comparison,1
Tenure,tenure,c,AbstractConcepts,0
.,.,nnn,,0
With,with,s,,0
what,what,s,,0
Addition,addition,c,AbstractConcepts,0
.,.,nnn,,0
That,that,s,,0
by,by,s,,0
proscription,proscription,c,CommonAuthorities,0
",",",",s,,0
and,and,s,,0
bills,bills,s,SenseObject,0
of,of,s,,0
Outlarie,outlarie,c,UNRECOGNIZED,0
",",",",n,,0
Octauius,octauius,c,UNRECOGNIZED,0
",",",",s,,0
Antony,antony,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
Lepidus,lepidus,c,UNRECOGNIZED,0
",",",",n,,0
Have,have,s,,0
put,put,s,Negativity,0
to,to,s,Negativity,1
death,death,c,Negativity,2
",",",",s,,0
an,an,s,,0
hundred,hundred,s,Numbers,0
Senators,senators,c,CommonAuthorities,0
.,.,nn,,0
Therein,therein,s,CommonAuthorities,0
our,our,s,Inclusive,0
Letters,letters,s,SenseObject,0
do,do,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
well,well,s,SenseObject,0
agree,agree,c,StandardsPos,0
:,:,n,,0
Mine,mine,s,FirstPer,0
speak,speak,s,Citations,0
of,of,s,Citations,1
seventy,seventy,s,Numbers,0
Senators,senators,c,CommonAuthorities,0
",",",",s,,0
that,that,s,,0
died,died,n,Biographical_Time,0
By,by,s,Biographical_Time,1
their,their,s,PersonPronoun,0
proscriptions,proscriptions,c,CommonAuthorities,0
",",",",s,,0
Cicero,cicero,s,AbstractConcepts,0
being,being,s,ReportingStates,0
one,one,c,Numbers,0
.,.,nn,,0
Cicero,cicero,s,AbstractConcepts,0
one,one,c,Numbers,0
?,?,nnn,Question,0
Cicero,cicero,s,AbstractConcepts,0
is,is,s,ReportingStates,0
dead,dead,c,Negativity,0
",",",",s,,0
and,and,s,,0
by,by,s,,0
that,that,s,,0
order,order,s,AbstractConcepts,0
of,of,s,AbstractConcepts,1
proscription,proscription,n,CommonAuthorities,0
Had,had,s,ProjectBack,0
you,you,s,DirectAddress,0
your,your,s,DirectAddress,0
Letters,letters,s,SenseObject,0
from,from,s,DirectAddress,0
your,your,s,DirectAddress,1
wife,wife,c,PersonProperty,0
",",",",s,,0
my,my,s,DirectAddress,0
Lord,lord,c,DirectAddress,1
?,?,nn,Question,0
No,no,s,DenyDisclaim,0
Messala,messala,c,UNRECOGNIZED,0
.,.,nnn,Metadiscourse,0
Nor,nor,s,Metadiscourse,1
nothing,nothing,s,OralCues,0
in,in,s,OralCues,1
your,your,s,DirectAddress,0
Letters,letters,s,SenseObject,0
writ,writ,s,CommonAuthorities,0
of,of,s,CommonAuthorities,1
her,her,c,PersonPronoun,0
?,?,nnn,Question,0
Nothing,nothing,s,DenyDisclaim,0
Messala,messala,c,UNRECOGNIZED,0
.,.,nnn,,0
That,that,s,,0
me,me,s,FirstPer,0
thinks,thinks,s,PrivateThinking,0
is,is,s,ReportingStates,0
strange,strange,c,SubjectivePercept,0
.,.,nnn,Question,0
Why,why,s,Question,1
ask,ask,s,DirectAddress,0
you,you,c,DirectAddress,1
?,?,n,Question,0
Hear,hear,s,SpaceRelation,0
you,you,s,Insist,0
ought,ought,s,Insist,1
of,of,s,,0
her,her,c,PersonPronoun,0
",",",",s,,0
in,in,s,DirectAddress,0
yours,yours,c,DirectAddress,1
?,?,nn,Question,0
No,no,s,DenyDisclaim,0
my,my,s,DirectAddress,0
Lord,lord,c,DirectAddress,1
.,.,nnn,,0
Now,now,s,Immediacy,0
as,as,s,DirectAddress,0
you,you,s,DirectAddress,1
are,are,s,ReportingStates,0
a,a,s,ReportingStates,1
Roman,roman,s,AbstractConcepts,0
tell,tell,s,Citations,0
me,me,s,Citations,1
true,true,c,StandardsPos,0
.,.,nnn,Sequence,0
Then,then,s,Sequence,1
like,like,s,Resemblances,0
a,a,s,Resemblances,1
Roman,roman,c,AbstractConcepts,0
",",",",s,,0
bear,bear,s,SenseObject,0
the,the,s,StandardsPos,0
truth,truth,s,StandardsPos,1
I,i,s,FirstPer,0
tell,tell,c,,0
",",",",n,ReasonForward,0
For,for,s,ReasonForward,1
certain,certain,s,Confidence,0
she,she,s,Updates,0
is,is,s,Updates,1
dead,dead,c,Negativity,0
",",",",s,,0
and,and,s,,0
by,by,s,,0
strange,strange,s,SubjectivePercept,0
manner,manner,c,AbstractConcepts,0
.,.,nn,Question,0
Why,why,s,Question,1
farewell,farewell,s,SceneShift,0
Portia,portia,c,AbstractConcepts,0
:,:,s,,0
We,we,s,Insist,0
must,must,s,Insist,1
die,die,s,AbstractConcepts,0
Messala,messala,c,UNRECOGNIZED,0
:,:,n,,0
With,with,s,,0
meditating,meditating,s,PrivateThinking,0
that,that,s,,0
she,she,s,Insist,0
must,must,s,Insist,1
dye,dye,s,SenseObject,0
once,once,c,TimeShift,0
",",",",n,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
the,the,s,,0
patience,patience,s,StandardsPos,0
to,to,s,,0
endure,endure,s,Resistance,0
it,it,s,,0
now,now,c,Immediacy,0
.,.,nn,Resistance,0
Even,even,s,Resistance,1
so,so,s,Resistance,2
great,great,s,Intensity,0
men,men,c,PersonProperty,0
",",",",s,,0
great,great,s,Sad,0
losses,losses,s,Sad,1
should,should,s,Insist,0
endure,endure,c,TimeDuration,0
.,.,nnn,TimeDuration,1
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
as,as,s,Comparison,0
much,much,s,Comparison,1
of,of,s,Specifiers,0
this,this,s,Specifiers,1
in,in,s,,0
Art,art,s,AbstractConcepts,0
as,as,s,DirectAddress,0
you,you,c,DirectAddress,1
",",",",n,Resistance,0
But,but,s,Resistance,1
yet,yet,s,Resistance,0
my,my,s,FirstPer,0
Nature,nature,s,AbstractConcepts,0
could,could,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
bear,bear,s,Negativity,0
it,it,s,Negativity,1
so,so,c,Intensity,0
.,.,nn,Intensity,1
Well,well,c,OralCues,0
",",",",s,OralCues,1
to,to,s,Inclusive,0
our,our,s,Inclusive,1
work,work,s,GenericEvents,0
alive,alive,c,Positivity,0
.,.,s,Question,0
What,what,s,Question,1
do,do,s,Question,2
you,you,s,DirectAddress,0
think,think,n,DirectAddress,1
Of,of,s,,0
marching,marching,s,Motions,0
to,to,s,,0
Philippi,philippi,s,UNRECOGNIZED,0
presently,presently,c,TimeShift,0
.,.,nn,Intensity,0
I,i,s,Intensity,1
do,do,s,Intensity,2
not,not,s,DenyDisclaim,0
think,think,s,DenyDisclaim,1
it,it,s,,0
good,good,c,,0
.,.,nnn,,0
Your,your,s,DirectAddress,0
reason,reason,c,StandardsPos,0
?,?,nnn,Question,0
This,this,s,,0
it,it,s,,0
is,is,c,ReportingStates,0
:,:,n,,0
It,it,s,,0
Is,is,s,Positivity,0
better,better,s,Positivity,1
that,that,s,,0
the,the,s,Negative_Relation,0
Enemy,enemy,s,Negative_Relation,1
seek,seek,s,ProjectAhead,0
us,us,c,Inclusive,0
",",",",n,ReasonForward,0
So,so,s,ReasonForward,1
shall,shall,s,ProjectAhead,0
he,he,s,PersonPronoun,0
waste,waste,s,StandardsNeg,0
his,his,s,PersonPronoun,0
means,means,c,Definition,0
",",",",s,Definition,1
weary,weary,s,Negativity,0
his,his,s,PersonPronoun,0
Soldiers,soldiers,c,PersonProperty,0
",",",",n,,0
Doing,doing,s,,0
himself,himself,s,PersonPronoun,0
offense,offense,c,SubjectivePercept,0
",",",",s,,0
whilst,whilst,s,TimeDuration,0
we,we,s,,0
lying,lying,s,SpaceRelation,0
still,still,c,SpaceRelation,1
",",",",n,,0
Are,are,s,ReportingStates,0
full,full,s,Specifiers,0
of,of,s,Specifiers,1
rest,rest,c,,0
",",",",s,,0
defense,defense,c,AbstractConcepts,0
",",",",s,,0
and,and,s,,0
nimblenesse,nimblenesse,c,UNRECOGNIZED,0
.,.,nn,,0
Good,good,s,StandardsPos,0
reasons,reasons,s,StandardsPos,1
must,must,s,Insist,0
of,of,s,,0
force,force,s,,0
give,give,s,SubjectivePercept,0
place,place,s,SubjectivePercept,1
to,to,s,SubjectivePercept,2
better,better,c,Comparison,0
:,:,n,,0
The,the,s,PersonProperty,0
people,people,s,PersonProperty,1
',',c,,0
twixt,twixt,s,SpaceRelation,0
Philippi,philippi,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
this,this,s,,0
ground,ground,n,SenseObject,0
Do,do,s,Intensity,0
stand,stand,s,AbstractConcepts,0
but,but,s,Resistance,0
in,in,s,,0
a,a,s,Reluctance,0
forced,forced,s,Reluctance,1
affection,affection,c,Positivity,0
:,:,n,,0
For,for,s,,0
they,they,s,,0
have,have,s,,0
grug'd,grug'd,s,UNRECOGNIZED,0
us,us,s,Inclusive,0
Contribution,contribution,c,StandardsPos,0
.,.,n,,0
The,the,s,Negative_Relation,0
Enemy,enemy,c,Negative_Relation,1
",",",",s,,0
marching,marching,s,Motions,0
along,along,s,Motions,1
by,by,s,,0
them,them,c,,0
",",",",n,,0
By,by,s,,0
them,them,s,,0
shall,shall,s,ProjectAhead,0
make,make,s,ReportingEvents,0
a,a,s,,0
fuller,fuller,s,Comparison,0
number,number,s,AbstractConcepts,0
up,up,c,,0
",",",",n,,0
Come,come,s,Transformation,0
on,on,s,Transformation,1
refresht,refresht,c,UNRECOGNIZED,0
",",",",s,,0
new,new,s,,0
added,added,c,ReportingStates,0
",",",",s,ReportingStates,1
and,and,s,,0
encouraged,encouraged,c,Positivity,0
:,:,n,,0
From,from,s,Specifiers,0
which,which,s,Specifiers,1
advantage,advantage,s,StandardsPos,0
shall,shall,s,Future_Question,0
we,we,s,Future_Question,1
cut,cut,s,Negativity,0
him,him,s,Negativity,1
off,off,c,Negativity,2
.,.,n,,0
If,if,s,Contingency,0
at,at,s,,0
Philippi,philippi,s,UNRECOGNIZED,0
we,we,s,,0
do,do,s,Intensity,0
face,face,s,SenseObject,0
